"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV S","EV S%","PP S%","PP S","TS","S%","TG","TP1","TP","TP/GP","TS/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","Ian Lemieux","DY","45425/ian-lemieux","D","2020","49","0.0408","0.0000","0.0612","1","1","3","2","0","0","0","0","0","1","0","33","3.03","0.00","1","34","2.94","1","3","6","0.1224","0.69","100.00","50.00","15","35","30.00","- 14.08","93","118","13.79","0.2665","2002-02-13","18.59","18.88","14","SAG/BAR","6'00","L","2020","","","-","pick224.com/images/45425_ian-lemieux2020.png"
"OHL","Luka Profaca","DY","45505/luka-profaca","D","2020","49","0.0612","0.0000","0.0612","0","3","7","3","0","0","2","0","0","0","1","32","0.00","0.00","1","33","0.00","0","3","13","0.2653","0.67","100.00","0.00","30","34","46.88","- 6.70","105","91","15.92","0.2307","2002-03-30","18.46","18.75","26","GUE","6'02","R","2020","","","-","pick224.com/images/45505_luka-profaca2020.png"
"WHL","Raphael Pelletier","DY","46672/raphael-pelletier","F","2020","49","0.0612","0.0000","0.0612","2","1","2","3","0","0","1","0","0","0","0","0","0.00","0.00","0","48","4.17","2","3","6","0.1224","0.98","100.00","66.67","8","35","18.60","- 16.40","77","143","11.53","0.3186","2002-03-20","18.49","18.78","15","SC","5'10","R","2020","","","-",""
"WHL","Jesse Seppala","DY","45333/jesse-seppala","F","2020","17","0.0588","0.0000","0.0588","1","0","0","1","0","0","0","0","0","0","0","0","0.00","0.00","0","14","7.14","1","1","1","0.0588","0.82","100.00","100.00","6","3","66.67","8.64","47","34","9.83","0.3592","2002-01-07","18.69","18.98","9","EDM","5'08","L","2020","","","-",""
"QMJHL","Matthew Lint","DY","46682/matt-lint","D","2020","17","0.0588","0.0000","0.0588","1","0","0","1","0","0","0","0","0","0","0","3","33.33","0.00","0","3","33.33","1","1","1","0.0588","0.18","100.00","100.00","5","3","62.50","9.63","46","41","10.85","0.3254","2002-08-12","18.09","18.39","25","CAP","5'09","L","2020","","","-","pick224.com/images/46682_matt-lint2020.png"
"WHL","Riley Gannon","DY","46202/riley-gannon","F","2020","52","0.0577","0.0000","0.0577","1","2","0","3","0","0","0","0","0","0","0","0","0.00","0.00","0","41","2.44","1","3","3","0.0577","0.79","100.00","33.33","11","17","39.29","- 3.65","76","101","10.21","0.3389","2002-08-25","18.06","18.35","28","VIC","5'10","R","2020","","","-",""
"WHL","Kaden Kohle","DY","46216/kaden-kohle","F","2020","53","0.0377","0.0189","0.0566","0","2","2","2","1","0","0","1","0","0","0","0","0.00","0.00","0","36","2.78","1","3","5","0.0943","0.68","66.67","33.33","10","17","37.04","- 11.30","102","109","9.73","0.3489","2002-01-14","18.67","18.96","17","TC/VAN","6'02","R","2020","","","-",""
"QMJHL","Brendan Tomilson","DY","45992/brendan-tomilson","D","2020","55","0.0182","0.0182","0.0545","0","1","5","1","1","0","0","1","0","1","0","50","0.00","100.00","1","52","1.92","1","3","8","0.1455","0.95","50.00","50.00","20","51","28.17","- 11.15","81","125","17.04","0.1921","2001-10-04","18.95","19.24","2","HAL","6'00","R","2020","","","-","pick224.com/images/45992_brendan-tomilson2020.png"
"WHL","Kade Runke","DY","46186/kade-runke","F","2020","55","0.0545","0.0000","0.0545","2","1","1","3","0","0","1","0","0","0","0","0","0.00","0.00","0","45","4.44","2","3","5","0.0909","0.82","100.00","66.67","8","27","22.86","- 9.20","84","178","10.26","0.3190","2002-05-06","18.36","18.65","19","MJ","5'11","R","2020","","","-",""
"WHL","Jacob Gendron","DY","46214/jacob-gendron","D","2020","55","0.0545","0.0000","0.0545","0","3","0","3","0","0","0","0","0","0","0","0","0.00","0.00","0","18","0.00","0","3","3","0.0545","0.33","100.00","0.00","11","11","50.00","- 8.16","114","82","11.19","0.2926","2002-05-01","18.37","18.67","5","VAN","-","-","2020","","","-",""
"WHL","Tom Cadieux","DY","45688/tom-cadieux","D","2020","37","0.0541","0.0000","0.0541","1","1","3","2","0","0","0","0","0","0","0","0","0.00","0.00","0","35","2.86","1","2","5","0.1351","0.95","100.00","50.00","17","43","28.33","- 1.73","46","107","16.06","0.2019","2002-09-11","18.01","18.31","9","TC","6'01","R","2020","","","-",""
"OHL","Pacey Schlueting","DY","45324/pacey-schlueting","D","2020","56","0.0536","0.0000","0.0536","0","3","3","3","0","0","0","0","0","0","0","36","0.00","0.00","0","37","0.00","0","3","6","0.1071","0.66","100.00","0.00","29","64","31.18","- 7.62","97","153","16.95","0.1897","2002-01-02","18.70","19.00","5","NB","6'00","L","2020","","","-","pick224.com/images/45324_pacey-schlueting2020.png"
"WHL","Landon Roberts","DY","46184/landon-roberts","F","2020","38","0.0526","0.0000","0.0526","2","0","0","2","0","0","0","0","0","0","0","0","0.00","0.00","0","27","7.41","2","2","2","0.0526","0.71","100.00","100.00","7","26","21.21","- 4.21","45","132","10.65","0.2965","2002-05-27","18.30","18.59","26","TC","6'03","L","2020","","","-",""
"WHL","Chase Lacombe","DY","47056/chase-lacombe","D","2020","19","0.0526","0.0000","0.0526","1","0","1","1","0","0","0","0","0","0","0","0","0.00","0.00","0","9","11.11","1","1","2","0.1053","0.47","100.00","100.00","9","14","39.13","7.13","24","51","14.85","0.2127","2002-04-27","18.38","18.68","6","SC","6'01","L","2020","","","-",""
"OHL","Anthony Costantini","DY","46103/anthony-costantini","D","2020","59","0.0508","0.0000","0.0508","0","3","3","3","0","0","0","0","0","0","1","40","0.00","0.00","1","41","0.00","0","3","7","0.1186","0.69","100.00","0.00","50","31","61.73","- 3.67","155","82","15.23","0.2003","2002-08-04","18.11","18.41","12","OTT","5'11","R","2020","","","-","pick224.com/images/46103_anthony-costantini2020.png"
"QMJHL","Anthony Hamel","DY","45968/anthony-hamel","D","2020","40","0.0500","0.0000","0.0500","0","2","1","2","0","0","0","0","0","0","0","34","0.00","0.00","0","36","0.00","0","2","3","0.0750","0.90","100.00","0.00","19","21","47.50","- 1.34","63","66","15.03","0.1997","2002-01-19","18.66","18.95","5","CHA","5'08","R","2020","","","-","pick224.com/images/45968_anthony-hamel2020.png"
"WHL","Alex Bolshakov","DY","47161/alex-bolshakov","F","2020","40","0.0500","0.0000","0.0500","2","0","0","2","0","0","0","0","0","0","0","0","0.00","0.00","0","26","7.69","2","2","2","0.0500","0.65","100.00","100.00","6","11","35.29","- 7.27","63","85","9.48","0.3164","2002-04-21","18.40","18.69","21","VIC","6'02","R","2020","","","-",""
"WHL","Braden Miller","DY","46120/braden-miller","D","2020","61","0.0492","0.0000","0.0492","1","2","2","3","0","0","1","0","0","0","0","0","0.00","0.00","0","43","2.33","1","3","6","0.0984","0.70","100.00","33.33","33","64","34.02","2.16","72","154","16.32","0.1808","2002-08-21","18.07","18.36","2","MJ","6'00","L","2020","","","-",""
"WHL","Peyton McKenzie","DY","46173/peyton-mckenzie","F","2020","21","0.0476","0.0000","0.0476","0","1","0","1","0","0","0","0","0","0","0","0","0.00","0.00","0","6","0.00","0","1","1","0.0476","0.29","100.00","0.00","2","11","15.38","- 23.44","33","52","10.00","0.2857","2002-04-25","18.39","18.68","13","MJ","5'08","R","2020","","","-",""
"WHL","Anson McMaster","DY","46205/anson-mcmaster","D","2020","42","0.0476","0.0000","0.0476","1","1","1","2","0","0","0","0","0","0","0","0","0.00","0.00","0","26","3.85","1","2","3","0.0714","0.62","100.00","50.00","14","14","50.00","- 1.56","99","93","12.11","0.2359","2002-07-14","18.17","18.46","6","WPG","6'06","R","2020","","","-",""
"OHL","Tyler Deline","DY","45684/tyler-deline","D","2020","43","0.0465","0.0000","0.0465","0","2","4","2","0","0","0","0","0","0","0","36","0.00","0.00","1","37","0.00","0","2","6","0.1395","0.86","100.00","0.00","22","30","42.31","- 9.80","111","102","14.56","0.1916","2002-09-07","18.02","18.32","4","FLNT","5'10","L","2020","","","-","pick224.com/images/45684_tyler-deline2020.png"
"OHL","Shawn Spearing","DY","45650/shawn-spearing","D","2020","45","0.0444","0.0000","0.0444","0","2","3","2","0","0","0","0","0","0","0","40","0.00","0.00","1","43","0.00","0","2","5","0.1111","0.96","100.00","0.00","33","29","53.23","- 2.89","101","79","16.84","0.1584","2002-07-26","18.14","18.43","7","PBO","6'01","L","2020","","","-","pick224.com/images/45650_shawn-spearing2020.png"
"QMJHL","Lucas Robinson","DY","48996/lucas-robinson","D","2020","47","0.0426","0.0000","0.0426","1","1","0","2","0","0","0","0","0","0","0","26","3.85","0.00","1","27","3.70","1","2","2","0.0426","0.57","100.00","50.00","16","27","37.21","5.10","61","129","13.86","0.1842","2002-05-16","18.33","18.63","7","HAL","5'11","R","2020","","","-","pick224.com/images/45962_lucas-robinson2020.png"
"OHL","Sahil Panwar","DY","45384/sahil-panwar","F","2020","48","0.0417","0.0000","0.0417","1","1","1","2","0","0","0","0","0","0","0","45","2.22","0.00","0","45","2.22","1","2","3","0.0625","0.94","100.00","50.00","8","11","42.11","- 13.99","138","108","9.16","0.2728","2002-01-26","18.64","18.93","62","LDN","6'00","L","2020","","","-","pick224.com/images/45384_sahil-panwar2020.png"
"WHL","Cory King","DY","46139/cory-king","D","2020","48","0.0417","0.0000","0.0417","1","1","4","2","0","0","0","0","0","0","0","0","0.00","0.00","0","25","4.00","1","2","6","0.1250","0.52","100.00","50.00","18","43","29.51","- 0.06","55","131","14.91","0.1676","2002-04-26","18.39","18.68","6","MJ","5'10","R","2020","","","-",""
"OHL","Matthew Halushak","DY","47100/matthew-halushak","D","2020","26","0.0385","0.0000","0.0385","0","1","0","1","0","0","1","0","0","0","0","9","0.00","0.00","0","9","0.00","0","1","2","0.0769","0.35","100.00","0.00","4","10","28.57","- 22.28","60","58","12.33","0.1872","2002-07-28","18.13","18.43","17","SOO","6'03","L","2020","","","-","pick224.com/images/47100_matthew-halushak2020.png"
"WHL","Kurtis Smythe","DY","46179/kurtis-smythe","D","2020","29","0.0345","0.0000","0.0345","0","1","5","1","0","0","0","0","0","0","0","0","0.00","0.00","0","21","0.00","0","1","6","0.2069","0.72","100.00","0.00","22","12","64.71","1.35","83","48","13.93","0.1485","2002-05-03","18.37","18.66","23","POR","5'11","R","2020","","","-",""
"WHL","Davin Griffin","DY","46154/davin-griffin","F","2020","30","0.0333","0.0000","0.0333","0","1","0","1","0","0","0","0","0","0","0","0","0.00","0.00","0","12","0.00","0","1","1","0.0333","0.40","100.00","0.00","2","4","33.33","- 1.87","44","81","8.29","0.2412","2002-04-20","18.40","18.70","12","PG","5'09","L","2020","","","-",""
"QMJHL","Charles-Antoine Element","DY","45656/charles-antoine-element","D","2020","32","0.0000","0.0313","0.0313","0","0","0","0","0","1","1","1","0","0","0","23","0.00","0.00","3","26","0.00","0","1","2","0.0625","0.81","0.00","0.00","16","14","53.33","- 1.89","74","60","13.41","0.1398","2002-07-29","18.13","18.42","55","DRU","5'10","L","2020","","","-","pick224.com/images/45656_charles-antoine-element2020.png"
"QMJHL","Brandon Casey","DY","45961/brandon-casey","D","2020","33","0.0303","0.0000","0.0303","0","1","2","1","0","0","0","0","0","0","0","16","0.00","0.00","1","18","0.00","0","1","3","0.0909","0.55","100.00","0.00","12","10","54.55","- 3.67","85","61","12.20","0.1491","2002-02-17","18.58","18.87","22","RIM","6'01","L","2020","","","-","pick224.com/images/45961_brandon-casey2020.png"
"WHL","Krz Plummer","DY","46671/krz-plummer","F","2020","33","0.0303","0.0000","0.0303","1","0","0","1","0","0","0","0","0","0","0","0","0.00","0.00","0","25","4.00","1","1","1","0.0303","0.76","100.00","100.00","1","11","8.33","- 49.32","64","47","9.49","0.1916","2002-02-13","18.59","18.88","19","VAN","6'02","L","2020","","","-",""
"QMJHL","Loic Bergeron","DY","45970/loic-bergeron","D","2020","35","0.0286","0.0000","0.0286","0","1","1","1","0","0","0","0","0","0","0","12","0.00","0.00","1","13","0.00","0","1","2","0.0571","0.37","100.00","0.00","14","15","48.28","- 1.72","64","64","12.95","0.1324","2001-09-18","18.99","19.29","2","ROU","5'11","R","2020","","","-","pick224.com/images/45970_loic-bergeron2020.png"
"WHL","Nick Dorrington","DY","46141/nick-dorrington","F","2020","36","0.0278","0.0000","0.0278","1","0","1","1","0","0","0","0","0","0","0","0","0.00","0.00","0","22","4.55","1","1","2","0.0556","0.61","100.00","100.00","11","14","44.00","- 20.33","101","56","10.02","0.1663","2002-02-01","18.62","18.92","23","LET","6'03","-","2020","","","-",""
"OHL","Nathan Ribau","DY","46098/nathan-ribau","D","2020","40","0.0250","0.0000","0.0250","1","0","2","1","0","0","0","0","0","0","0","17","5.88","0.00","0","17","5.88","1","1","3","0.0750","0.43","100.00","100.00","10","21","32.26","- 16.80","104","108","12.13","0.1237","2002-04-07","18.44","18.73","4","SBY","6'01","L","2020","","","-","pick224.com/images/46098_nathan-ribau2020.png"
"OHL","Marcus Gretz","DY","45280/marcus-gretz","D","2020","42","0.0238","0.0000","0.0238","1","0","2","1","0","0","0","0","0","0","0","39","2.56","0.00","4","43","2.33","1","1","3","0.0714","1.02","100.00","100.00","29","26","52.73","- 2.16","118","97","15.06","0.0949","2001-11-22","18.81","19.11","22","FLNT","6'03","L","2020","","","-","pick224.com/images/45280_marcus-gretz2020.png"
"WHL","Braden Plaschewsky","DY","46151/braden-plaschewsky","F","2020","46","0.0217","0.0000","0.0217","0","1","3","1","0","0","0","0","0","0","0","0","0.00","0.00","0","20","0.00","0","1","4","0.0870","0.43","100.00","0.00","8","12","40.00","- 12.02","103","95","9.12","0.1430","2002-02-20","18.57","18.86","45","SAS","6'01","L","2020","","","-",""
"WHL","Noah Lamb","DY","46199/noah-lamb","D","2020","46","0.0217","0.0000","0.0217","0","1","1","1","0","0","0","0","0","0","0","0","0.00","0.00","0","24","0.00","0","1","2","0.0435","0.52","100.00","0.00","17","19","47.22","6.38","58","84","13.54","0.0963","2002-01-01","18.71","19.00","7","VIC","5'10","L","2020","","","-",""
"QMJHL","Massimo Siciliano","DY","49002/massimo-siciliano","D","2020","50","0.0200","0.0000","0.0200","0","1","0","1","0","0","0","0","0","0","0","25","0.00","0.00","0","25","0.00","0","1","1","0.0200","0.50","100.00","0.00","15","15","50.00","1.11","88","92","12.35","0.0972","2002-08-08","18.10","18.40","13","VIC","6'00","L","2020","","","-","pick224.com/images/45975_massimo-siciliano2020.png"
"QMJHL","Romain Rodzinski","DY","45572/romain-rodzinski","D","2020","51","0.0196","0.0000","0.0196","0","1","5","1","0","0","0","0","0","0","0","36","0.00","0.00","0","37","0.00","0","1","6","0.1176","0.73","100.00","0.00","28","44","38.89","- 5.50","83","104","15.63","0.0753","2002-05-14","18.34","18.63","13","QUE","6'01","L","2020","","","-","pick224.com/images/45572_romain-rodzinski2020.png"
"QMJHL","Ben Roode","DY","45379/ben-roode","D","2020","63","0.0159","0.0000","0.0159","1","0","1","1","0","0","0","0","0","0","1","37","2.70","0.00","1","38","2.63","1","1","3","0.0476","0.60","100.00","100.00","22","46","32.35","- 5.30","93","154","16.05","0.0593","2002-01-25","18.64","18.93","18","BAT","6'05","R","2020","","","-","pick224.com/images/45379_ben-roode2020.png"
"WHL","Billy Sowa","DY","45506/billy-sowa","D","2020","15","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","7","0.00","0","0","0","0.0000","0.47","0.00","0.00","3","17","15.00","- 14.63","16","38","15.34","0.0000","2002-04-02","18.45","18.75","4","SC","5'08","R","2020","","","-",""
"QMJHL","Christophe Chiasson","DY","45960/christophe-chiasson","F","2020","30","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","21","0.00","0.00","1","22","0.00","0","0","0","0.0000","0.73","0.00","0.00","3","8","27.27","- 32.73","75","50","9.52","0.0000","2002-05-27","18.30","18.59","16","RIM","6'00","L","2020","","","-","pick224.com/images/45960_christophe-chiasson2020.png"
"QMJHL","Felix Tremblay","DY","45969/felix-tremblay","D","2020","37","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","1","32","0.00","0.00","0","32","0.00","0","0","1","0.0270","0.86","0.00","0.00","14","21","40.00","- 2.00","63","87","14.23","0.0000","2001-12-07","18.77","19.07","7","BAC","6'03","L","2020","","","-","pick224.com/images/45969_felix-tremblay2020.png"
"QMJHL","Loris Rafanomezantsoa","DY","45981/loris-rafanomezantsoa","D","2020","41","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","18","0.00","0.00","0","18","0.00","0","0","2","0.0488","0.44","0.00","0.00","21","18","53.85","- 9.96","104","59","13.62","0.0000","2002-01-05","18.69","18.99","15","CHI","6'00","L","2020","","","-","pick224.com/images/45981_loris-rafanomezantsoa2020.png"
"OHL","Jack Harper","DY","46083/jack-harper","D","2020","39","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","32","0.00","0.00","2","34","0.00","0","0","2","0.0513","0.87","0.00","0.00","15","18","45.45","- 5.01","109","107","13.08","0.0000","2002-01-14","18.67","18.96","73","FLNT","5'11","R","2020","","","-","pick224.com/images/46083_jack-harper2020.png"
"WHL","Cale Sanders","DY","46146/cale-sanders","F","2020","34","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","19","0.00","0","0","0","0.0000","0.56","0.00","0.00","2","14","12.50","- 31.29","67","86","9.35","0.0000","2002-08-21","18.07","18.36","38","REG","5'11","R","2020","","","-",""
"WHL","Raegan Wiles","DY","46167/raegan-wiles","D","2020","38","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","16","0.00","0","0","0","0.0000","0.42","0.00","0.00","4","12","25.00","- 35.87","112","72","10.93","0.0000","2002-04-10","18.43","18.73","25","SPO","6'00","R","2020","","","-",""
"QMJHL","Maxime Rioux","DY","47053/maxime-rioux","D","2020","28","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","11","0.00","0.00","0","11","0.00","0","0","2","0.0714","0.39","0.00","0.00","9","21","30.00","- 8.98","46","72","13.83","0.0000","2001-12-20","18.74","19.03","12","BAT","5'08","L","2020","","","-","pick224.com/images/47053_maxime-rioux2020.png"
"WHL","Ian Ferguson","DY","47059/ian-ferguson","D","2020","34","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0.00","0","15","0.00","0","0","1","0.0294","0.44","0.00","0.00","10","28","26.32","- 1.09","37","98","13.98","0.0000","2002-03-08","18.52","18.81","4","TC","6'00","L","2020","","","-",""
"WHL","Mac Gross","DY","47628/mac-gross","D","2020","27","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0.00","0","12","0.00","0","0","1","0.0370","0.44","0.00","0.00","11","11","50.00","- 12.41","83","50","12.43","0.0000","2002-01-22","18.65","18.94","6","SPO","6'02","R","2020","","","-",""
"QMJHL","Philippe Blanchet","DY","48971/philippe-blanchet","D","2020","28","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","17","0.00","0.00","0","17","0.00","0","0","2","0.0714","0.61","0.00","0.00","13","16","44.83","4.03","51","74","13.79","0.0000","2002-01-08","18.69","18.98","3","SHA","6'01","L","2020","","","-","pick224.com/images/45917_philippe-blanchet2020.png"
"QMJHL","Zachary Racicot","DY","48991/zachary-racicot","D","2020","23","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","15","0.00","0.00","0","15","0.00","0","0","0","0.0000","0.65","0.00","0.00","8","8","50.00","10.00","42","63","13.16","0.0000","2002-06-21","18.23","18.53","13","BAT","5'11","L","2020","","","-","pick224.com/images/45949_zachary-racicot2020.png"
"QMJHL","Yannic Bastarache","DY","49008/yannic-bastarache","F","2020","35","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","13","0.00","0.00","0","13","0.00","0","0","1","0.0286","0.37","0.00","0.00","2","14","12.50","- 21.27","52","102","9.19","0.0000","2002-01-14","18.67","18.96","14","BAT","6'02","R","2020","","","-","pick224.com/images/45986_yannic-bastarache2020.png"
